epoch,step,min,max,mean,std
1,1000,-0.20058074593544006,0.25679126381874084,0.00011407479178160429,0.022948961704969406
2,2000,-0.17976319789886475,0.361542284488678,0.001741261687129736,0.018469488248229027
3,3000,-0.28598812222480774,0.4711456894874573,5.123179289512336e-05,0.034845948219299316
4,4000,-1.4190354347229004,0.5531215071678162,-0.008502340875566006,0.08083856105804443
5,5000,-0.34803926944732666,0.5255816578865051,0.0007405132637359202,0.03396217152476311
6,6000,-1.1686182022094727,1.4603923559188843,0.0050459960475564,0.09532593190670013
7,7000,-0.8228318095207214,0.4689807593822479,-0.002494754269719124,0.04098799079656601
8,8000,-1.3746154308319092,1.395897388458252,0.003938871901482344,0.11052242666482925
9,9000,-1.0265733003616333,0.6358530521392822,0.006485475227236748,0.06831943243741989
10,10000,-0.7919618487358093,0.608789324760437,0.0008441710378974676,0.0444740392267704
11,11000,-0.5945788025856018,1.695256233215332,0.0024037971161305904,0.08233638107776642
12,12000,-0.7531198263168335,1.030428409576416,0.005432776175439358,0.07307929545640945
13,13000,-0.6232463121414185,0.5378583073616028,-0.00018812503549270332,0.03884468600153923
14,14000,-0.7723156213760376,0.9390081167221069,0.005574110429733992,0.05917299538850784
