1,1000,0.010254334449768067
2,2000,0.010171020269393921
3,3000,0.01012295937538147
4,4000,0.008761436462402343
5,5000,0.005346869707107544
6,6000,0.005081046342849732
7,7000,0.005133597135543823
8,8000,0.004960898637771606
9,9000,0.0049622409343719484
10,10000,0.004927644014358521
11,11000,0.005074542760848999
12,12000,0.0071476342678070065
13,13000,0.006520724534988404
14,14000,0.008298480987548828
15,15000,0.011099735736846923
16,16000,0.011315416812896729
17,17000,0.005224007368087769
18,18000,0.010471158504486084
19,19000,0.010768742799758911
20,20000,0.007840567350387573
21,21000,0.00892402172088623
22,22000,0.009091385841369629
23,23000,0.011152909755706788
24,24000,0.011862355709075928
25,25000,0.01215260148048401
26,26000,0.011793786764144897
27,27000,0.012804124116897584
28,28000,0.011974931955337524
29,29000,0.011886172771453858
30,30000,0.012022679328918456
